activity_id	case_id	timeline_dt	fk_d_vessel	vessel_id	vin	vessel_name	vessel_service	vessel_class	vessel_type	vessel_subtype	flag_desc	vessel_activity_role_desc	waterway_name	event_type	event_class	event_subclass	damage_status	latitude	longitude
3789614	509582	2010-07-06 17:01:00.0000000	8862553	46828	531160	SUPER VOYAGER III	Passenger (Inspected)	Passenger Ship	Charter Fishing Vessel	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Material Failure (Vessels)			Damaged	33.848580000000000	-78.546359000000000
3789614	509582	2010-07-06 17:02:01.0000000	8862553	46828	531160	SUPER VOYAGER III	Passenger (Inspected)	Passenger Ship	Charter Fishing Vessel	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Vessel Maneuverability	Partial Reduction		Damaged	33.848580000000000	-78.546359000000000
3680325	490675	2010-02-12 11:46:00.0000000	9407867	45080	501195	PAMLICO	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	PAMLICO SOUND	Material Failure (Vessels)			Damaged	35.561860000000000	-75.604190000000000
3649717	484686	2009-12-12 06:10:00.0000000	9408372	331132	949251	CAPE POINT	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro (More Than 12, Gross Tonnage >= 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Material Failure (Vessels)			Undamaged	35.209290000000000	-75.703540000000000
3872866	526461	2010-10-19 10:00:00.0000000	9407867	45080	501195	PAMLICO	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	PAMLICO SOUND	Material Failure (Vessels)			Undamaged	35.712140000000000	-75.631740000000000
3735145	499885	2010-05-07 08:00:00.0000000	9071835	328723	947148	CAP'N B.	Passenger (Inspected)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS INLET	Material Failure (Vessels)			Undamaged	35.192660000000000	-75.778120000000000
3735145	499885	2010-05-07 08:03:00.0000000	9071835	328723	947148	CAP'N B.	Passenger (Inspected)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS INLET	Material Failure (Vessels)			Undamaged	35.192660000000000	-75.778120000000000
3675546	489760	2009-04-22 12:05:00.0000000	9408762	507991	1090005	FORT FISHER	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty		Material Failure (Vessels)			Undamaged	33.961666666666700	-77.950000000000000
3675546	489760	2009-04-22 12:06:00.0000000	9408762	507991	1090005	FORT FISHER	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty		Vessel Maneuverability	Partial Reduction		Undamaged	33.961666666666700	-77.950000000000000
3669257	488688	2010-01-24 07:25:00.0000000	9407866	45005	299744	SILVER LAKE	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	BIG FOOT SLOUGH CHANNEL	Material Failure (Vessels)			Undamaged	35.107100000000000	-75.991320000000000
3669454	486430	2010-01-02 11:00:00.0000000	9408314	306170	928441	CARTERET	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	PAMLICO SOUND	Loss of Electrical Power	Other loss		Undamaged	35.561860000000000	-75.604190000000000
3658085	486458	2010-01-03 14:41:00.0000000	8492851	299374	924890	HANDFUL	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Gill-netter	UNITED STATES	Involved in a Marine Casualty	OREGON INLET	Flooding	Initial - out of control		Total Constructive Loss: Unsalvaged	35.771666666666700	-75.525000000000000
3658085	486458	2010-01-03 14:42:00.0000000	8492851	299374	924890	HANDFUL	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Gill-netter	UNITED STATES	Involved in a Marine Casualty	OREGON INLET	Capsize	Overwhelmed by Sea and/or Wind		Total Constructive Loss: Unsalvaged	35.771666666666700	-75.525000000000000
3658085	486458	2010-01-03 14:43:00.0000000	8492851	299374	924890	HANDFUL	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Gill-netter	UNITED STATES	Involved in a Marine Casualty	OREGON INLET	Sinking	Damage Control Efforts Not Possible		Total Constructive Loss: Unsalvaged	35.771666666666700	-75.525000000000000
3759069	503852	2010-06-05 21:27:00.0000000	8333731	95735	513043	SNOW WHITE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	BOGUE INLET	Flooding	Initial - out of control		Total Constructive Loss: Unsalvaged	34.672870000000000	-77.096740000000000
3670938	488974	2010-01-25 23:15:00.0000000	6957059	1055223	CG1055223	DUNCAN	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Involved in a Marine Casualty		Material Failure (Vessels)			Undamaged	34.055030000000000	-77.920050000000000
3670938	488974	2010-01-25 23:27:00.0000000	6957059	1055223	CG1055223	DUNCAN	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Involved in a Marine Casualty		Grounding	Outside marked channel	Partial Control	Undamaged	34.055030000000000	-77.920050000000000
3759069	503852	2010-06-05 21:50:00.0000000	8333731	95735	513043	SNOW WHITE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	BOGUE INLET	Sinking	Damage Control Efforts Not Possible		Total Constructive Loss: Unsalvaged	34.672870000000000	-77.096740000000000
3820341	515941	2010-03-08 15:10:00.0000000	9165636	506924	1089251	PCS 6	Tank Barge	Barge	Bulk Liquid Cargo (Tank) Barge	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC INTRACOASTAL ACCESS	Allision	Head-on	Subject vessel controlled by Other Vessel (barges/tows)	Undamaged	34.718310000000000	-76.695600000000000
3633320	481714	2009-11-14 05:48:45.0000000	9374011	637818	1145046	PATRIOT	Passenger (Inspected)	Passenger Ship	Ferry	Non Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	SOUTHPORT CHANNEL	Vessel Maneuverability	Total Loss		Damaged	33.918090000000000	-78.023390000000000
3633320	481714	2009-11-14 05:48:30.0000000	9374011	637818	1145046	PATRIOT	Passenger (Inspected)	Passenger Ship	Ferry	Non Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	SOUTHPORT CHANNEL	Material Failure (Vessels)			Damaged	33.918090000000000	-78.023390000000000
3633320	481714	2009-11-14 05:48:00.0000000	9374011	637818	1145046	PATRIOT	Passenger (Inspected)	Passenger Ship	Ferry	Non Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	SOUTHPORT CHANNEL	Material Failure (Vessels)			Damaged	33.918090000000000	-78.023390000000000
3816531	515144	2010-08-04 08:05:00.0000000	9327805	615214	1140255	PHOENIX	Passenger (Uninspected)	Passenger Ship	Parasailing Vessel	General (6 or Fewer)	UNITED STATES	Involved in a Marine Casualty	ROANOKE SOUND	Loss of Electrical Power	Total Loss		Undamaged	35.917890000000000	-75.650120000000000
3808446	513505	2010-06-30 09:30:00.0000000	8621196	596913	1133927	AMERICAN TERN	Freight Ship	General Dry Cargo Ship	General	General	UNITED STATES	Involved in a Marine Casualty	CAPE FEAR RIVER ENTRANCE CHANNEL	Material Failure (Vessels)			Damaged	33.691010000000000	-78.086963333333300
3675395	444565	2009-03-13 06:44:00.0000000	9408606	441991	1043680	SOUTHPORT	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty		Material Failure (Vessels)			Undamaged	33.916666666666700	-78.016666666666700
3675395	444565	2009-03-13 06:46:00.0000000	9408606	441991	1043680	SOUTHPORT	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty		Vessel Maneuverability	Other loss		Undamaged	33.916666666666700	-78.016666666666700
3653510	485416	2009-12-18 18:30:00.0000000	9408314	306170	928441	CARTERET	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	PAMLICO SOUND	Material Failure (Vessels)			Undamaged	35.033333333333300	-76.433333333333300
3710115	495857	2010-04-03 22:10:00.0000000	8897035	89975	504262	PAMLICO	Towing Vessel	Towing Vessel	Pushing Ahead (Towboat)	General	UNITED STATES	Involved in a Marine Casualty		Allision	Head-on	Subject vessel controlled by Other Vessel (barges/tows)	Undamaged	34.716666666666700	-76.683333333333300
3820341	515941	2010-03-08 15:10:00.0000000	8889878	81493	290076	HOSS	Towing Vessel	Towing Vessel	Pushing Ahead (Towboat)	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC INTRACOASTAL ACCESS	Allision	Head-on	Subject vessel controlled by Other Vessel (barges/tows)	Undamaged	34.718310000000000	-76.695600000000000
3767492	505424	2010-06-15 13:00:00.0000000	9408373	331133	949252	CHICAMACOMICO	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro (More Than 12, Gross Tonnage >= 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Material Failure (Vessels)			Undamaged	35.209290000000000	-75.703540000000000
3767492	505424	2010-06-15 16:30:00.0000000	9408373	331133	949252	CHICAMACOMICO	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro (More Than 12, Gross Tonnage >= 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Material Failure (Vessels)			Undamaged	35.209290000000000	-75.703540000000000
3767492	505424	2010-06-15 10:00:00.0000000	9408373	331133	949252	CHICAMACOMICO	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro (More Than 12, Gross Tonnage >= 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Material Failure (Vessels)			Undamaged	35.209290000000000	-75.703540000000000
3711765	496102	2010-04-08 08:00:00.0000000	8980655	192830	630652	MISS DOROTHY	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	ROANOKE SOUND	Abandonment	Precautionary		Undamaged	35.843350000000000	-75.606610000000000
3832604	518530	2010-08-15 09:00:00.0000000	6534563	632121	DL6337X	LADY DI	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Hook and Line	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Material Failure (Vessels)			Undamaged	32.739150000000000	-79.845350000000000
3856566	520851	2010-09-07 01:41:11.0000000	7326859	790338	9288837	BRITISH SERENITY	Tank Ship	Tank Ship	Petroleum Oil Tank Ship	Oil Products Tank Ship	ISLE OF MAN	Involved in a Marine Casualty	Stapleton Anchorage	Vessel Maneuverability	Total Loss		Undamaged	34.650000000000000	-74.078333333333300
3856566	520851	2010-09-07 01:41:00.0000000	7326859	790338	9288837	BRITISH SERENITY	Tank Ship	Tank Ship	Petroleum Oil Tank Ship	Oil Products Tank Ship	ISLE OF MAN	Involved in a Marine Casualty	Stapleton Anchorage	Material Failure (Vessels)			Undamaged	34.650000000000000	-74.078333333333300
3647368	484248	2009-12-09 09:20:00.0000000	9408959	768683	1174277	HATTERAS	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Material Failure (Vessels)			Undamaged	35.213000000000000	-75.713230000000000
3600443	472659	2009-09-10 12:00:00.0000000	6952411	1050573	MDZ45042C174	COIN OPERATED	Recreational	Recreational	Motor Propelled Vessels	Cabin Cruiser	UNITED STATES	Alleged Pollution Source	MASONBORO INLET	Damage to the Environment	Oil Discharge		Damaged	34.214650000000000	-77.815700000000000
3855493	523025	2010-09-21 13:00:00.0000000	9478994	982085	1218207	PCS 7	Tank Barge	Barge	Bulk Liquid Cargo (Tank) Barge	Liquid Chemical Cargo Barge	UNITED STATES	Involved in a Marine Casualty		Grounding	Outside marked channel	Subject vessel controlled by Other Vessel (barges/tows)	Undamaged	35.340670000000000	-76.611530000000000
3710115	495857	2010-04-03 22:10:00.0000000	9412878	506922	1089249	PCS 4	Tank Barge	Barge	Bulk Liquid Cargo (Tank) Barge	General	UNITED STATES	Involved in a Marine Casualty		Allision	Head-on	Subject vessel controlled by Other Vessel (barges/tows)	Undamaged	34.716666666666700	-76.683333333333300
3629052	480863	2009-11-06 09:27:00.0000000	6949501	1047616	BERZ5020D506	ABSOLUTELY	Recreational	Recreational	Motor Propelled Vessels	Sport Fisher	SEYCHELLES	Involved in a Marine Casualty		Sinking	Damage Control Efforts Not Possible		Actual Total Loss	33.403000000000000	-78.558166666666700
3756942	503291	2010-06-02 07:00:00.0000000	9405443	163158	597797	BLUE FIN	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Longliner	UNITED STATES	Involved in a Marine Casualty	HATTERAS INLET	Vessel Maneuverability	Total Loss		Damaged	35.196246000000000	-75.760935000000000
3756942	503291	2010-06-02 06:58:00.0000000	9405443	163158	597797	BLUE FIN	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Longliner	UNITED STATES	Involved in a Marine Casualty		Material Failure (Vessels)			Damaged	34.900000000000000	-75.200000000000000
3638363	482414	2009-11-20 23:35:00.0000000	8363060	128327	556928	HOOKED UP	Passenger (Inspected)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	ATLANTIC OCEAN	Material Failure (Vessels)			Damaged	34.058773000000000	-77.686894166666700
3638363	482414	2009-11-20 23:30:00.0000000	8363060	128327	556928	HOOKED UP	Passenger (Inspected)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	ATLANTIC OCEAN	Material Failure (Vessels)			Damaged	34.058773000000000	-77.686894166666700
3638363	482414	2009-11-20 23:35:10.0000000	8363060	128327	556928	HOOKED UP	Passenger (Inspected)	Passenger Ship	General	General (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	ATLANTIC OCEAN	Vessel Maneuverability	Other loss		Damaged	34.058773000000000	-77.686894166666700
3745948	501751	2010-05-22 11:18:00.0000000	9408521	393663	996146	ROANOKE	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro (More Than 12, Gross Tonnage >= 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Material Failure (Vessels)			Undamaged	35.209290000000000	-75.703540000000000
3795211	510672	2010-07-13 19:17:30.0000000	9412606	288894	914684	MISS MARTY JO	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty		Vessel Maneuverability	Total Loss		Undamaged	35.473133333333300	-75.873183333333300
3850685	522114	2010-09-13 19:35:00.0000000	6996897	1095127	NC9141Y	NC9141Y	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Shrimper	UNITED STATES	Involved in a Marine Casualty		Fouling	In Fishing Gear		Undamaged	34.758333333333300	-76.716666666666700
3850685	522114	2010-09-13 19:30:00.0000000	6996897	1095127	NC9141Y	NC9141Y	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Shrimper	UNITED STATES	Involved in a Marine Casualty		Evasive Maneuvers	Other vessel Manuever		Undamaged	34.758333333333300	-76.716666666666700
3850685	522114	2010-09-13 19:30:00.0000000	6996900	1095130	NC2828CV	NC2828CV	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Shrimper	UNITED STATES	Involved in a Marine Casualty		Evasive Maneuvers	Other vessel Manuever		Damaged	34.758333333333300	-76.716666666666700
3850685	522114	2010-09-13 19:35:00.0000000	6996900	1095130	NC2828CV	NC2828CV	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Shrimper	UNITED STATES	Involved in a Marine Casualty		Fouling	In Fishing Gear		Damaged	34.758333333333300	-76.716666666666700
3856201	523138	2010-09-24 05:02:00.0000000	8350878	114728	540049	CAPTAIN SKYLER	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	ROANOKE SOUND	Flooding	Progressive - damage control measures in place		Undamaged	35.917890000000000	-75.650120000000000
3795211	510672	2010-07-13 19:18:00.0000000	9412606	288894	914684	MISS MARTY JO	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty		Flooding	Progressive - damage control measures in place		Undamaged	35.473133333333300	-75.873183333333300
3795211	510672	2010-07-13 19:17:00.0000000	9412606	288894	914684	MISS MARTY JO	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty		Loss of Electrical Power	Total Loss		Undamaged	35.473133333333300	-75.873183333333300
3850685	522114	2010-09-13 19:35:00.0000000	6997024	1095254	NC0102CV	SHORE THING	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Shrimper	UNITED STATES	Involved in a Marine Investigation (non-casualty)		Fouling	In Fishing Gear		Undamaged	34.758333333333300	-76.716666666666700
3635581	482047	2009-11-17 12:24:00.0000000	8720166	21946	9218791	ANGELINA	Freight Ship	Bulk Carrier	General	General	PANAMA	Involved in a Marine Casualty		Set Adrift	Unintentional	From Mooring/fleeting area	Undamaged	32.923666666666700	-79.934666666666700
3635581	482047	2009-11-17 12:23:00.0000000	8720166	21946	9218791	ANGELINA	Freight Ship	Bulk Carrier	General	General	PANAMA	Involved in a Marine Casualty		Material Failure (Vessels)			Undamaged	32.923666666666700	-79.934666666666700
3657674	486359	2010-01-01 23:40:00.0000000	9350171	170569	606114	SHEILA RENE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Trawler, Side	UNITED STATES	Involved in a Marine Casualty	OREGON INLET	Grounding	Outside marked channel	Partial Control	Damaged	35.766650000000000	-75.528810000000000
3657674	486359	2010-01-02 02:00:00.0000000	9350171	170569	606114	SHEILA RENE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Trawler, Side	UNITED STATES	Involved in a Marine Casualty	OREGON INLET	Abandonment	Forced		Damaged	35.766650000000000	-75.528810000000000
3657674	486359	2010-01-01 23:30:00.0000000	9350171	170569	606114	SHEILA RENE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Trawler, Side	UNITED STATES	Involved in a Marine Casualty	OREGON INLET	Vessel Maneuverability	Total Loss		Damaged	35.766650000000000	-75.528810000000000
3657674	486359	2010-01-01 23:29:00.0000000	9350171	170569	606114	SHEILA RENE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Trawler, Side	UNITED STATES	Involved in a Marine Casualty	OREGON INLET	Material Failure (Vessels)			Damaged	35.766650000000000	-75.528810000000000
3808592	511640	2010-07-19 06:24:00.0000000	8305103	64896	254028	CRACKER BOY	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	WEST BAY	Material Failure (Vessels)			Total Constructive Loss: Unsalvaged	35.188860000000000	-76.576810000000000
3808592	511640	2010-07-19 06:05:00.0000000	8305103	64896	254028	CRACKER BOY	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	WEST BAY	Flooding	Initial - out of control		Total Constructive Loss: Unsalvaged	35.188860000000000	-76.576810000000000
3808592	511640	2010-07-19 06:25:00.0000000	8305103	64896	254028	CRACKER BOY	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	WEST BAY	Flooding	Progressive - out of control		Total Constructive Loss: Unsalvaged	35.188860000000000	-76.576810000000000
3808592	511640	2010-07-19 06:00:00.0000000	8305103	64896	254028	CRACKER BOY	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	WEST BAY	Material Failure (Vessels)			Total Constructive Loss: Unsalvaged	35.188860000000000	-76.576810000000000
3808592	511640	2010-07-19 07:00:00.0000000	8305103	64896	254028	CRACKER BOY	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	WEST BAY	Sinking	Damage Control Efforts Not Possible		Total Constructive Loss: Unsalvaged	35.188860000000000	-76.576810000000000
3642673	483357	2009-12-01 01:00:00.0000000	8936761	138685	569612	JEAN TURECAMO	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Material Failure (Vessels)			Undamaged	35.166500000000000	-75.752620000000000
3642673	483357	2009-12-01 01:01:00.0000000	8936761	138685	569612	JEAN TURECAMO	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Involved in a Marine Casualty	ATLANTIC DEEP WATER SPUR	Vessel Maneuverability	Partial Reduction		Undamaged	35.166500000000000	-75.752620000000000
3846019	521018	2010-09-08 08:35:00.0000000	9408606	441991	1043680	SOUTHPORT	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	CAPE FEAR RIVER ENTRANCE CHANNEL	Vessel Maneuverability	Partial Reduction		Undamaged	33.950000000000000	-77.925000000000000
3657674	486359	2010-01-04 08:00:00.0000000	9452444	121540	548528	CINDI J	Towing Vessel	Towing Vessel	General	General	UNITED STATES	Transiting Vicinity of Primary Subject	OREGON INLET	Emergency Response	Salvage		Undamaged	35.766650000000000	-75.528810000000000
4000043	546023	2011-04-30 16:45:00.0000000	9408959	768683	1174277	HATTERAS	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Vessel Maneuverability	Partial Reduction		Undamaged	35.209290000000000	-75.703540000000000
4000043	546023	2011-04-30 16:44:00.0000000	9408959	768683	1174277	HATTERAS	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Material Failure (Vessels)			Undamaged	35.209290000000000	-75.703540000000000
3726399	498306	2010-04-27 21:00:00.0000000	6963634	1061833	NC4469DM	NC4469DM	Industrial Vessel	Miscellaneous Vessel	Work Boat	General	UNITED STATES	Involved in a Marine Investigation (non-casualty)	Atlantic Ocean	Material Failure (Vessels)			Actual Total Loss	33.521111166666700	-79.032222166666700
3726399	498306	2010-04-27 21:15:00.0000000	6963634	1061833	NC4469DM	NC4469DM	Industrial Vessel	Miscellaneous Vessel	Work Boat	General	UNITED STATES	Involved in a Marine Investigation (non-casualty)	Atlantic Ocean	Flooding	Progressive - out of control		Actual Total Loss	33.521111166666700	-79.032222166666700
3671584	489099	2010-01-27 08:02:00.0000000	8991147	205777	645939	CAPT. ELMO	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	NEUSE RIVER ACCESS	Collision	Special Circumstances	Extremis	Damaged	35.085566666666700	-76.506400000000000
3671584	489099	2010-01-27 08:00:00.0000000	8991147	205777	645939	CAPT. ELMO	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	NEUSE RIVER ACCESS	Fouling	In Fishing Gear		Damaged	35.085566666666700	-76.506400000000000
3938262	536680	2011-02-02 14:00:00.0000000	9408314	306170	928441	CARTERET	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	BIG FOOT SLOUGH CHANNEL	Material Failure (Vessels)			Undamaged	35.107100000000000	-75.991320000000000
3938262	536680	2011-02-02 14:01:00.0000000	9408314	306170	928441	CARTERET	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro Ferry (More Than 6, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	BIG FOOT SLOUGH CHANNEL	Vessel Maneuverability	Partial Reduction		Undamaged	35.107100000000000	-75.991320000000000
3874736	526721	2010-10-14 10:00:00.0000000	9408360	328438	946908	FRISCO	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro (More Than 12, Gross Tonnage >= 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Material Failure (Vessels)			Undamaged	35.209290000000000	-75.703540000000000
3671584	489099	2010-01-27 08:00:00.0000000	6954990	1053154	NC7492AV	NO NAME	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Trawler, Stern	UNITED STATES	Involved in a Marine Casualty	NEUSE RIVER ACCESS	Fouling	In Fishing Gear		Damaged	35.085566666666700	-76.506400000000000
3671584	489099	2010-01-27 08:02:00.0000000	6954990	1053154	NC7492AV	NO NAME	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Trawler, Stern	UNITED STATES	Involved in a Marine Casualty	NEUSE RIVER ACCESS	Collision	Special Circumstances	Extremis	Damaged	35.085566666666700	-76.506400000000000
3869636	525860	2010-10-14 08:00:00.0000000	9298897	142327	573972	LITTLE JOE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Shrimper	UNITED STATES	Involved in a Marine Casualty	PAMLICO SOUND	Flooding	Initial - out of control		Undamaged	35.697460000000000	-75.773280000000000
3869636	525860	2010-10-14 08:05:00.0000000	9298897	142327	573972	LITTLE JOE	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	Shrimper	UNITED STATES	Involved in a Marine Casualty	PAMLICO SOUND	Flooding	Progressive - damage control measures in place		Undamaged	35.697460000000000	-75.773280000000000
3740602	500837	2010-05-07 00:42:00.0000000	9408373	331133	949252	CHICAMACOMICO	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro (More Than 12, Gross Tonnage >= 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Material Failure (Vessels)			Undamaged	35.213000000000000	-75.713230000000000
3740602	500837	2010-05-07 00:55:00.0000000	9408373	331133	949252	CHICAMACOMICO	Passenger (Inspected)	Passenger Ship	Ferry	Ro-Ro (More Than 12, Gross Tonnage >= 100)	UNITED STATES	Involved in a Marine Casualty	HATTERAS CHANNEL	Material Failure (Vessels)			Undamaged	35.213000000000000	-75.713230000000000
3827463	517429	2010-08-17 16:00:30.0000000	9361255	421267	NC2886BS	AMY C	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	Atlantic Ocean	Vessel Maneuverability	Total Loss		Damaged	33.663516666666700	-77.575533333333300
3827463	517429	2010-08-17 16:00:00.0000000	9361255	421267	NC2886BS	AMY C	Commercial Fishing Vessel	Fishing Vessel	Fish Catching Vessel	General	UNITED STATES	Involved in a Marine Casualty	Atlantic Ocean	Material Failure (Vessels)			Damaged	33.663516666666700	-77.575533333333300
3664956	487867	2010-01-07 05:56:01.0000000	6954316	1052478	PLR45085M76K	NC2696WW	Passenger (Uninspected)	Passenger Ship	Charter Fishing Vessel	General (6 or Fewer, Gross Tonnage < 100)	UNITED STATES	Involved in a Marine Casualty	PAMLICO SOUND	Flooding	Initial - out of control		Damaged	35.510860000000000	-75.986940000000000
